inst,stim,mnist_index,cond,acc,rt,conf,sat,noise
31,7,685,0,0,11.32,27596.8452,6,High
32,7,685,0,0,6.52,96713.2009,6,High
33,7,685,0,0,11.38,25278.40365,6,High
34,7,685,0,0,10.2,38155.58492,6,High
35,7,685,0,0.06,11.6,40206.71139,6,High
36,7,685,0,0,9.8,39071.92598,6,High
37,7,685,0,0.18,12.38,26637.0052,6,High
38,7,685,0,0,9.33,59947.5848,6,High
39,7,685,0,0,9.2,59674.55672,6,High
40,7,685,0,0.12,15.22,12859.18688,6,High
41,7,685,0,0.02,11.9,46136.68672,6,High
42,7,685,0,0.13,15.74,15450,6,High
43,7,685,0,0,8.98,46486.69602,6,High
44,7,685,0,0.4,14.07,21487.45332,6,High
45,7,685,0,0,12.71,26425.88918,6,High
46,7,685,0,0,12.28,27202.81297,6,High
47,7,685,0,0,14.76,48178.72813,6,High
48,7,685,0,0.73,11.86,32661.62164,6,High
49,7,685,0,0.21,9.24,33987.99664,6,High
50,7,685,0,0.17,9.46,34903.59926,6,High
51,7,685,0,0,10.94,30289.31215,6,High
52,7,685,0,0.36,14.17,20164.69951,6,High
53,7,685,0,0.02,11.83,30761.0557,6,High
54,7,685,0,0.08,13.86,25703.13176,6,High
55,7,685,0,0.61,14.15,26590.57266,6,High
56,7,685,0,0.62,14.12,25704.77332,6,High
57,7,685,0,0.04,11.95,50387.24492,6,High
58,7,685,0,0,7.31,70648.4507,6,High
59,7,685,0,0,6.94,70184.93973,6,High
0,5,721,1,0,3.94,12927.53599,3,Low
1,5,721,1,0,3.35,40972.5659,3,Low
2,5,721,1,0,4.21,15986.04264,3,Low
3,5,721,1,0,3.43,38820.63131,3,Low
4,5,721,1,0.31,5.01,18904.64406,3,Low
5,5,721,1,0,3.4,46567.80332,3,Low
6,5,721,1,0.04,4.59,26897.64979,3,Low
7,5,721,1,0.21,5.33,16362.7526,3,Low
8,5,721,1,0.07,5.02,16588.63582,3,Low
9,5,721,1,0,3.3,75971.16426,3,Low
10,5,721,1,0.43,4.8,22059.86756,3,Low
11,5,721,1,0.23,4.9,26741.71551,3,Low
12,5,721,1,0,3.45,32859.00316,3,Low
13,5,721,1,0.8,4.53,16515.95648,3,Low
14,5,721,1,0.79,4.66,13919.75856,3,Low
15,5,721,1,0,3.4,44524.51863,3,Low
16,5,721,1,0,3.5,40579.7807,3,Low
17,5,721,1,0.11,6.24,13090.49591,3,Low
18,5,721,1,0.03,3.95,36229.20295,3,Low
19,5,721,1,0,4.23,24438.04486,3,Low
20,5,721,1,0.06,4.99,14970.68254,3,Low
21,5,721,1,0.36,4.74,18143.9408,3,Low
22,5,721,1,0,3.87,25451.32889,3,Low
23,5,721,1,0,4.33,23258.05537,3,Low
24,5,721,1,0,4.2,15811.13805,3,Low
25,5,721,1,0,4.11,23611.84397,3,Low
26,5,721,1,0,4.23,23687.46324,3,Low
27,5,721,1,0.94,4.65,13604.38083,3,Low
28,5,721,1,0.01,3.94,26797.67027,3,Low
29,5,721,1,0,4.87,23094.62729,3,Low
30,5,721,1,0,4.4,20854.05832,3,Low
31,5,721,1,0.01,4.87,21420.17275,3,Low
32,5,721,1,0,4.19,13593.04869,3,Low
33,5,721,1,0,4.77,15932.74156,3,Low
34,5,721,1,0,3.45,39535.49523,3,Low
35,5,721,1,0,3.03,72312.28936,3,Low
36,5,721,1,0,3.35,40756.0541,3,Low
37,5,721,1,0.01,4.47,16404.46222,3,Low
38,5,721,1,0.54,4.34,16992.5633,3,Low
39,5,721,1,0,3.8,35564.23651,3,Low
40,5,721,1,0.32,5,10022.38969,3,Low
41,5,721,1,0,3.28,43826.01715,3,Low
42,5,721,1,0.01,4.02,19101.17219,3,Low
43,5,721,1,0,3.8,29706.15607,3,Low
44,5,721,1,0.01,5.15,12341.92664,3,Low
45,5,721,1,0.04,4.38,17281.52682,3,Low
46,5,721,1,0,4.51,18652.53226,3,Low
47,5,721,1,0,4.21,15537.44641,3,Low
48,5,721,1,0,4.08,23436.90598,3,Low
49,5,721,1,0.79,3.98,17335.39255,3,Low
50,5,721,1,0.92,3.91,19690.68835,3,Low
51,5,721,1,0.38,4.79,14777.47545,3,Low
52,5,721,1,0.09,4.44,16709.966,3,Low
53,5,721,1,0,3.1,66865.61586,3,Low
54,5,721,1,0.68,5.09,15398.25709,3,Low
55,5,721,1,0.29,5.17,19279.41951,3,Low
56,5,721,1,0.29,5.39,18317.8233,3,Low
57,5,721,1,0.17,4.19,22658.24131,3,Low
58,5,721,1,0,3.32,33393.80479,3,Low
59,5,721,1,0,3.3,35078.20469,3,Low
0,4,741,0,0.02,20.22,10137.82642,6,High
1,4,741,0,0.01,17.72,21759.4767,6,High
2,4,741,0,0.03,8.21,63554.3016,6,High
3,4,741,0,0.06,16.83,28055.79389,6,High
4,4,741,0,0.07,16.58,38338.77273,6,High
5,4,741,0,0,15.77,41474.39875,6,High
6,4,741,0,0.77,14.34,45177.29191,6,High
7,4,741,0,0,11.42,58815.20738,6,High
8,4,741,0,0.18,16.54,33479.48879,6,High
9,4,741,0,0,12.63,61675.83953,6,High
10,4,741,0,0.52,14.01,36244.72277,6,High
11,4,741,0,0.58,10.59,77042.47367,6,High
12,4,741,0,0.67,11.99,32195.62867,6,High
13,4,741,0,0,8.16,55274.89703,6,High
14,4,741,0,0,8.09,56070.49004,6,High
15,4,741,0,0.1,17.26,25351.33621,6,High
16,4,741,0,0.1,17.98,22931.24246,6,High
17,4,741,0,0.01,7.88,92626.9675,6,High
18,4,741,0,0.15,7.33,16792.11972,6,High
19,4,741,0,0.74,12.77,42983.24773,6,High
20,4,741,0,0,11.18,27588.12313,6,High
21,4,741,0,1,9.41,50503.79813,6,High
22,4,741,0,0.66,14.14,17104.64969,6,High
23,4,741,0,0,9.85,49534.40727,6,High
24,4,741,0,0.44,17,20312.0892,6,High
25,4,741,0,0,10.09,56927.02934,6,High
26,4,741,0,0,9.79,54809.62736,6,High
27,4,741,0,0.03,10.6,23108.27485,6,High
28,4,741,0,0.71,12.79,24137.45023,6,High
29,4,741,0,0.98,8.37,92177.68313,6,High
30,4,741,0,1,8.32,98043.25031,6,High
31,4,741,0,0.05,14.24,40538.08156,6,High
32,4,741,0,0.06,13.82,20620.53076,6,High
33,4,741,0,0,12.77,19912.39748,6,High
34,4,741,0,0.89,11.38,37557.71445,6,High
35,4,741,0,0.51,11.74,33175.03336,6,High
36,4,741,0,0.94,11.28,42568.26719,6,High
37,4,741,0,0.08,10.66,18698.98355,6,High
38,4,741,0,0.31,15.51,39330.55332,6,High
39,4,741,0,0,9.8,55009.68152,6,High
40,4,741,0,0.04,14.66,12403.26475,6,High
41,4,741,0,0.37,12.84,30795.26977,6,High
42,4,741,0,1,8.76,78281.96934,6,High
43,4,741,0,0.06,16.23,25789.55422,6,High
44,4,741,0,0.89,10.06,30182.39293,6,High
45,4,741,0,0.02,13.65,30184.27725,6,High
46,4,741,0,0.12,13.38,31409.28674,6,High
47,4,741,0,0.23,15.65,37759.30926,6,High
48,4,741,0,0.73,11.09,42674.09457,6,High
49,4,741,0,0.04,10.83,19541.47666,6,High
50,4,741,0,0.04,10.53,17478.12229,6,High
51,4,741,0,0.51,13.81,21542.62387,6,High
52,4,741,0,0.79,9.89,24162.36426,6,High
53,4,741,0,0.09,11.3,34014.57479,6,High
54,4,741,0,0.4,15.47,19011.62484,6,High
55,4,741,0,0.55,12.94,23821.53617,6,High
56,4,741,0,0.68,13.69,23271.33672,6,High
57,4,741,0,0,10.96,38554.16227,6,High
58,4,741,0,0,11.67,36046.17621,6,High
59,4,741,0,0,11.84,31954.64363,6,High
0,4,753,0,0.32,18.29,11683.93043,6,High
1,4,753,0,0.96,11.74,44322.30613,6,High
2,4,753,0,0.61,7.95,63463.02023,6,High
3,4,753,0,0.06,14.94,27531.47777,6,High
4,4,753,0,0.94,9.9,74034.66113,6,High
5,4,753,0,0.58,15.71,34047.06109,6,High
6,4,753,0,1,7.18,113074.6395,6,High
7,4,753,0,0.91,12.54,55836.21777,6,High
8,4,753,0,0.76,11.42,42484.50297,6,High
9,4,753,0,0,9.83,84217.94883,6,High
10,4,753,0,1,6.16,169737.6377,6,High
11,4,753,0,0.96,6.87,221157.1131,6,High
12,4,753,0,0.98,9.68,44898.19699,6,High
13,4,753,0,0.03,9.26,46268.62984,6,High
14,4,753,0,0.02,9.17,43468.34684,6,High
15,4,753,0,0.04,14.52,29327.79148,6,High
16,4,753,0,0.08,15.16,31989.43223,6,High
17,4,753,0,1,6.01,264612.8605,6,High
18,4,753,0,1,7.27,78615.31156,6,High
19,4,753,0,1,7.26,107137.461,6,High
20,4,753,0,1,7.87,61643.88895,6,High
21,4,753,0,1,6.03,146236.705,6,High
22,4,753,0,0.81,10.25,28603.70723,6,High
23,4,753,0,0.67,11.58,18379.0979,6,High
24,4,753,0,0.97,11.42,48733.80275,6,High
25,4,753,0,0.66,12.52,19249.23764,6,High
26,4,753,0,0.6,12.56,17296.19633,6,High
27,4,753,0,1,8.43,30942.07697,6,High
28,4,753,0,1,7.2,72570.20387,6,High
29,4,753,0,1,6.32,190232.2159,6,High
30,4,753,0,1,6.27,184003.0073,6,High
31,4,753,0,0.82,11.75,50343.69699,6,High
32,4,753,0,0.79,13.53,30204.44977,6,High
33,4,753,0,0,13.84,25895.09639,6,High
34,4,753,0,1,6.67,106801.1138,6,High
35,4,753,0,1,9.54,72041.36273,6,High
36,4,753,0,1,6.47,112745.4865,6,High
37,4,753,0,0.87,13.08,31236.75781,6,High
38,4,753,0,1,6.59,139216.9712,6,High
39,4,753,0,0,10.48,50611.64156,6,High
40,4,753,0,1,8.67,29495.59809,6,High
41,4,753,0,1,6.78,94511.085,6,High
42,4,753,0,1,8.15,58861.41078,6,High
43,4,753,0,0.99,10.32,66068.12566,6,High
44,4,753,0,1,7.72,59313.50918,6,High
45,4,753,0,0.76,12.38,31573.81582,6,High
46,4,753,0,0.1,10.73,35189.86588,6,High
47,4,753,0,1,8.77,73771.71602,6,High
48,4,753,0,1,6.11,236953.7442,6,High
49,4,753,0,0.95,9.74,43610.28838,6,High
50,4,753,0,0.95,9.54,45116.65074,6,High
51,4,753,0,1,6.09,156183.7688,6,High
52,4,753,0,1,6.2,101213.1725,6,High
53,4,753,0,0.92,9.88,59398.78211,6,High
54,4,753,0,1,6.51,74167.2302,6,High
55,4,753,0,0.98,8.4,53235.44514,6,High
56,4,753,0,0.97,8.79,50596.75881,6,High
57,4,753,0,0.56,16,38357.41219,6,High
58,4,753,0,0.6,13.42,23789.9874,6,High
59,4,753,0,0.49,13.59,26529.60559,6,High
0,4,766,1,0.95,5.87,6976.415886,3,Low
1,4,766,1,0.17,5.29,16784.8448,3,Low
2,4,766,1,1,3.01,70359.78357,3,Low
3,4,766,1,1,3.13,64012.19043,3,Low
4,4,766,1,1,3.44,37051.11184,3,Low
5,4,766,1,1,3.63,51992.91754,3,Low
6,4,766,1,1,3.23,61156.70969,3,Low
7,4,766,1,1,3.41,51683.56893,3,Low
8,4,766,1,1,3.31,46579.31662,3,Low
9,4,766,1,1,3.12,88419.88176,3,Low
10,4,766,1,1,3.06,86266.23383,3,Low
11,4,766,1,1,3.08,154033.4798,3,Low
12,4,766,1,1,3.04,60211.35764,3,Low
13,4,766,1,1,3.31,29570.04129,3,Low
14,4,766,1,1,3.25,27864.52929,3,Low
15,4,766,1,1,3.08,67939.47102,3,Low
16,4,766,1,1,3.08,64288.59678,3,Low
17,4,766,1,1,3,107946.7479,3,Low
18,4,766,1,1,3.12,57580.19465,3,Low
19,4,766,1,1,3.04,105487.3432,3,Low
20,4,766,1,1,3.06,48493.98479,3,Low
21,4,766,1,1,3.01,100644.9723,3,Low
22,4,766,1,0.99,4.36,17334.67682,3,Low
23,4,766,1,0.65,5.25,10495.78712,3,Low
24,4,766,1,1,3.31,40090.64115,3,Low
25,4,766,1,0.77,5.1,11363.31752,3,Low
26,4,766,1,0.68,5.09,10350.2441,3,Low
27,4,766,1,1,3.76,17387.33466,3,Low
28,4,766,1,1,3.19,47849.54908,3,Low
29,4,766,1,1,3.01,119880.6801,3,Low
30,4,766,1,1,3,121909.5689,3,Low
31,4,766,1,1,3.02,73555.3377,3,Low
32,4,766,1,1,3.23,38663.37922,3,Low
33,4,766,1,1,3.83,26083.84688,3,Low
34,4,766,1,1,3.04,65349.58414,3,Low
35,4,766,1,1,3.07,82139.27301,3,Low
36,4,766,1,1,3.02,64347.0202,3,Low
37,4,766,1,1,3.38,27843.28,3,Low
38,4,766,1,1,3.03,77283.0227,3,Low
39,4,766,1,0.99,3.95,25214.27496,3,Low
40,4,766,1,1,3.27,23944.07247,3,Low
41,4,766,1,1,3.04,70533.77271,3,Low
42,4,766,1,1,3.29,31959.16115,3,Low
43,4,766,1,1,3.2,55753.83563,3,Low
44,4,766,1,1,3.03,54921.9609,3,Low
45,4,766,1,1,3.03,51633.37494,3,Low
46,4,766,1,1,3.35,35135.49865,3,Low
47,4,766,1,1,3.1,61691.85777,3,Low
48,4,766,1,1,3,128260.5584,3,Low
49,4,766,1,1,3.02,68683.19012,3,Low
50,4,766,1,1,3.03,65630.72422,3,Low
51,4,766,1,1,3.01,86576.13605,3,Low
52,4,766,1,1,3.12,40183.99623,3,Low
53,4,766,1,1,3.04,85809.65941,3,Low
54,4,766,1,1,3.06,57118.65348,3,Low
55,4,766,1,1,3.13,37228.00465,3,Low
56,4,766,1,1,3.15,36920.78449,3,Low
57,4,766,1,1,3.6,39507.16969,3,Low
58,4,766,1,1,3.07,52830.00395,3,Low
59,4,766,1,1,3.05,56957.70117,3,Low
0,4,803,1,0.68,6.32,6502.305989,3,Low
1,4,803,1,0.87,6.26,15378.28828,3,Low
2,4,803,1,1,3,86070.82637,3,Low
3,4,803,1,1,3.13,60181.69855,3,Low
4,4,803,1,0.79,5.66,16413.34897,3,Low
5,4,803,1,1,3.66,48409.97443,3,Low
6,4,803,1,1,3.03,94156.04656,3,Low
7,4,803,1,0.98,4.43,29938.01988,3,Low
8,4,803,1,1,3.06,81768.15832,3,Low
9,4,803,1,0.74,4.1,44447.13402,3,Low
10,4,803,1,1,3.04,124210.96,3,Low
11,4,803,1,1,3.04,193084.3528,3,Low
12,4,803,1,1,3.01,74195.86586,3,Low
13,4,803,1,1,3.21,36898.98313,3,Low
14,4,803,1,1,3.15,35926.32773,3,Low
15,4,803,1,1,3.13,57932.62846,3,Low
16,4,803,1,1,3.16,58801.1573,3,Low
17,4,803,1,1,3.09,82421.65895,3,Low
18,4,803,1,0.99,3.29,58176.39988,3,Low
19,4,803,1,1,3.08,79917.07254,3,Low
20,4,803,1,1,3.46,42141.40246,3,Low
21,4,803,1,1,3.02,89428.70461,3,Low
22,4,803,1,0.96,4.76,16255.52213,3,Low
23,4,803,1,0.82,4.08,14542.4143,3,Low
24,4,803,1,1,3.47,33477.77059,3,Low
25,4,803,1,0.77,4.13,14157.9688,3,Low
26,4,803,1,0.79,4.24,14400.57841,3,Low
27,4,803,1,1,3.11,34428.46092,3,Low
28,4,803,1,1,3.03,74913.1924,3,Low
29,4,803,1,1,3.03,98623.34285,3,Low
30,4,803,1,1,3.01,103036.0849,3,Low
31,4,803,1,1,3.17,56550.72529,3,Low
32,4,803,1,1,3.2,43686.33809,3,Low
33,4,803,1,0.97,4.65,24544.68393,3,Low
34,4,803,1,1,3.01,93086.97328,3,Low
35,4,803,1,1,3.4,46681.04371,3,Low
36,4,803,1,1,3.03,89244.89145,3,Low
37,4,803,1,1,3.5,27464.07949,3,Low
38,4,803,1,1,3.09,58825.58879,3,Low
39,4,803,1,0.95,4.85,24451.39301,3,Low
40,4,803,1,1,3.17,28843.58582,3,Low
41,4,803,1,1,3.01,99630.90039,3,Low
42,4,803,1,1,3.17,31312.08637,3,Low
43,4,803,1,1,3.1,59657.85689,3,Low
44,4,803,1,1,3.04,64960.65344,3,Low
45,4,803,1,1,3.57,27200.29308,3,Low
46,4,803,1,1,4.02,25217.73464,3,Low
47,4,803,1,1,3.1,68942.2475,3,Low
48,4,803,1,1,3,104704.54,3,Low
49,4,803,1,1,3.04,55305.15396,3,Low
50,4,803,1,1,3.05,58815.79029,3,Low
51,4,803,1,1,3.04,68848.23523,3,Low
52,4,803,1,1,3.05,50961.74934,3,Low
53,4,803,1,1,3,161727.2666,3,Low
54,4,803,1,1,3.2,41660.91896,3,Low
55,4,803,1,1,3.29,36102.38509,3,Low
56,4,803,1,1,3.17,36474.7052,3,Low
57,4,803,1,1,3.45,38874.24338,3,Low
58,4,803,1,1,3.17,49812.16391,3,Low
59,4,803,1,1,3.11,50900.86955,3,Low
0,6,821,0,0.98,10.32,19309.5439,6,Low
1,6,821,0,1,6.07,128767.9648,6,Low
2,6,821,0,1,6.01,187848.4514,6,Low
3,6,821,0,1,6.65,102483.7538,6,Low
4,6,821,0,1,6.01,201121.0477,6,Low
5,6,821,0,1,6.65,114518.5936,6,Low
6,6,821,0,1,6.19,152816.9713,6,Low
7,6,821,0,1,7.56,86404.46516,6,Low
8,6,821,0,1,8.11,72200.2368,6,Low
9,6,821,0,1,6.63,135155.2912,6,Low
10,6,821,0,1,6.07,173804.6073,6,Low
11,6,821,0,1,6,421496.9425,6,Low
12,6,821,0,1,7.75,59035.97012,6,Low
13,6,821,0,1,6.86,59739.11945,6,Low
14,6,821,0,1,6.8,59300.72484,6,Low
15,6,821,0,1,6.75,94814.41898,6,Low
16,6,821,0,1,6.75,98012.29727,6,Low
17,6,821,0,1,6.01,190470.1655,6,Low
18,6,821,0,1,6.04,183349.8079,6,Low
19,6,821,0,1,6,222193.6109,6,Low
20,6,821,0,1,6.16,107215.524,6,Low
21,6,821,0,1,6.12,133921.1876,6,Low
22,6,821,0,1,6.12,103020.5837,6,Low
23,6,821,0,0.94,9.31,33495.84387,6,Low
24,6,821,0,1,6.33,89225.84406,6,Low
25,6,821,0,0.91,10.13,36647.64895,6,Low
26,6,821,0,0.9,9.68,32222.0891,6,Low
27,6,821,0,1,6.06,92225.71512,6,Low
28,6,821,0,1,6,215745.1564,6,Low
29,6,821,0,1,6.68,109698.7559,6,Low
30,6,821,0,1,6.67,105491.0659,6,Low
31,6,821,0,1,6.52,102955.1356,6,Low
32,6,821,0,1,6.8,67287.69762,6,Low
33,6,821,0,0.87,12.07,28862.29648,6,Low
34,6,821,0,1,6.16,125366.7115,6,Low
35,6,821,0,0.99,6.96,95883.58801,6,Low
36,6,821,0,1,6.11,125424.3888,6,Low
37,6,821,0,1,6.43,69861.52699,6,Low
38,6,821,0,1,6.01,232584.7559,6,Low
39,6,821,0,0.4,9.98,23797.56387,6,Low
40,6,821,0,1,6.24,68906.43594,6,Low
41,6,821,0,1,6.02,192796.2667,6,Low
42,6,821,0,1,6.46,67088.06137,6,Low
43,6,821,0,1,7.02,77127.75645,6,Low
44,6,821,0,1,6.1,123105.1024,6,Low
45,6,821,0,1,6.48,78871.98781,6,Low
46,6,821,0,1,8.01,40829.63719,6,Low
47,6,821,0,1,6.02,157242.5639,6,Low
48,6,821,0,1,6.02,189724.722,6,Low
49,6,821,0,1,6.08,94433.84371,6,Low
50,6,821,0,1,6.13,93880.41082,6,Low
51,6,821,0,1,6.01,174513.2436,6,Low
52,6,821,0,1,6,191443.4467,6,Low
53,6,821,0,1,6.08,190564.7952,6,Low
54,6,821,0,1,6.24,91496.18938,6,Low
55,6,821,0,1,6.79,73426.94828,6,Low
56,6,821,0,1,6.73,72912.18598,6,Low
57,6,821,0,1,6.87,84088.4691,6,Low
58,6,821,0,1,6.85,64622.9927,6,Low
59,6,821,0,1,6.82,64005.68914,6,Low
0,4,839,1,0.6,6.22,5435.30238,3,High
1,4,839,1,0.01,5.79,8953.357173,3,High
2,4,839,1,1,3.09,68563.43758,3,High
3,4,839,1,0.9,4.5,37385.76486,3,High
4,4,839,1,0.62,6.26,19958.74008,3,High
5,4,839,1,0.97,4.62,35601.52361,3,High
6,4,839,1,1,3.44,59296.81941,3,High
7,4,839,1,0.94,3.97,41999.41006,3,High
8,4,839,1,0.99,4.01,35655.00563,3,High
9,4,839,1,0.7,4.78,33842.6235,3,High
10,4,839,1,1,3.04,100850.0851,3,High
11,4,839,1,1,3.05,138429.0363,3,High
12,4,839,1,1,3.13,49279.32156,3,High
13,4,839,1,0.67,5.51,11043.61738,3,High
14,4,839,1,0.66,5.43,12368.93654,3,High
15,4,839,1,0.93,4.46,40069.53248,3,High
16,4,839,1,0.86,4.58,37290.00182,3,High
17,4,839,1,1,3.03,93366.6241,3,High
18,4,839,1,1,3.91,29845.57272,3,High
19,4,839,1,0.98,3.19,64714.36508,3,High
20,4,839,1,0.97,4.06,28992.4655,3,High
21,4,839,1,1,3.05,69657.15668,3,High
22,4,839,1,0.98,4.19,16284.51944,3,High
23,4,839,1,0.6,4.24,9267.760024,3,High
24,4,839,1,0.98,5.1,20974.28065,3,High
25,4,839,1,0.67,4.09,10457.10693,3,High
26,4,839,1,0.64,4.1,10528.23906,3,High
27,4,839,1,0.97,4.73,13737.11608,3,High
28,4,839,1,1,4.27,22586.41437,3,High
29,4,839,1,1,3.1,101296.2287,3,High
30,4,839,1,1,3.06,100312.7896,3,High
31,4,839,1,0.97,4.03,36837.94189,3,High
32,4,839,1,0.83,5.39,18025.8055,3,High
33,4,839,1,0.5,5.18,15039.13252,3,High
34,4,839,1,1,3.1,66669.34367,3,High
35,4,839,1,1,4.33,37513.37854,3,High
36,4,839,1,1,3.03,64276.39887,3,High
37,4,839,1,0.99,4.28,21799.84767,3,High
38,4,839,1,1,3.43,55898.77027,3,High
39,4,839,1,0.07,5.23,22809.25291,3,High
40,4,839,1,1,4.02,15554.82024,3,High
41,4,839,1,0.98,3.56,37295.19842,3,High
42,4,839,1,1,3.74,33248.32141,3,High
43,4,839,1,0.99,3.88,33697.07613,3,High
44,4,839,1,1,3.16,46092.52852,3,High
45,4,839,1,0.75,5.24,14790.07076,3,High
46,4,839,1,1,3.66,29545.09249,3,High
47,4,839,1,1,3.44,48016.86465,3,High
48,4,839,1,1,3,169404.4435,3,High
49,4,839,1,0.96,3.98,24425.71513,3,High
50,4,839,1,0.97,4.02,25059.90855,3,High
51,4,839,1,1,3.24,49263.59572,3,High
52,4,839,1,1,3.17,44523.94002,3,High
53,4,839,1,1,3.06,96913.69984,3,High
54,4,839,1,1,3.09,55368.91779,3,High
55,4,839,1,1,3.96,25573.69563,3,High
56,4,839,1,0.97,4.37,24289.28834,3,High
57,4,839,1,0.76,5.6,20428.38541,3,High
58,4,839,1,0.42,4.58,9333.249419,3,High
59,4,839,1,0.41,4.3,10882.6737,3,High
0,8,845,1,0.97,4.53,10812.90502,3,Low
1,8,845,1,1,3.44,35918.89561,3,Low
2,8,845,1,1,3.23,39494.71773,3,Low
3,8,845,1,0.05,4.04,28467.90203,3,Low
4,8,845,1,0.67,5.32,20103.43012,3,Low
5,8,845,1,0.99,4.11,30911.19551,3,Low
6,8,845,1,1,3.47,43153.45406,3,Low
7,8,845,1,0.99,3.27,42977.689,3,Low
8,8,845,1,0.88,5.57,20242.26734,3,Low
9,8,845,1,0.99,3.42,73911.62012,3,Low
10,8,845,1,1,3.43,57162.54429,3,Low
11,8,845,1,0.99,3.78,44456.14682,3,Low
12,8,845,1,1,3.36,44172.28904,3,Low
13,8,845,1,0.77,4.98,12797.30672,3,Low
14,8,845,1,0.81,5.01,13864.00173,3,Low
15,8,845,1,0.06,4.19,28219.07469,3,Low
16,8,845,1,0.08,4.31,28330.56705,3,Low
17,8,845,1,0.99,3.84,29122.18871,3,Low
18,8,845,1,0.99,4.12,31273.61688,3,Low
19,8,845,1,0.84,5.4,20746.766,3,Low
20,8,845,1,1,3.17,40780.83889,3,Low
21,8,845,1,1,3.91,30397.70298,3,Low
22,8,845,1,0.37,5.19,13614.52154,3,Low
23,8,845,1,0.31,4.92,12380.18014,3,Low
24,8,845,1,1,4.11,24084.25318,3,Low
25,8,845,1,0.25,4.96,12890.43819,3,Low
26,8,845,1,0.37,4.69,13515.95593,3,Low
27,8,845,1,0.94,4.36,14306.62677,3,Low
28,8,845,1,1,3.37,34471.81221,3,Low
29,8,845,1,0.01,3.89,32490.40277,3,Low
30,8,845,1,0.01,4.03,34973.55215,3,Low
31,8,845,1,0.53,4.76,15744.00949,3,Low
32,8,845,1,0.99,3.23,35934.06873,3,Low
33,8,845,1,0.57,5.97,12034.78252,3,Low
34,8,845,1,1,3.09,61624.47055,3,Low
35,8,845,1,1,3.06,61136.0634,3,Low
36,8,845,1,1,3.09,62294.91076,3,Low
37,8,845,1,0.9,5.16,16119.53508,3,Low
38,8,845,1,0.85,6.01,19314.94453,3,Low
39,8,845,1,0.99,3.78,32498.89197,3,Low
40,8,845,1,0.13,6.3,6671.441455,3,Low
41,8,845,1,1,3.31,43806.13637,3,Low
42,8,845,1,0.99,4.11,16952.87797,3,Low
43,8,845,1,0.93,4.39,21997.61252,3,Low
44,8,845,1,0.78,4.47,15815.68371,3,Low
45,8,845,1,0.88,5.78,13551.07407,3,Low
46,8,845,1,0.96,4.32,16944.26713,3,Low
47,8,845,1,0.96,4.91,23661.2959,3,Low
48,8,845,1,1,3.09,39774.9758,3,Low
49,8,845,1,1,3.58,24949.03321,3,Low
50,8,845,1,1,3.51,26462.28011,3,Low
51,8,845,1,0.97,4.09,21735.01441,3,Low
52,8,845,1,1,3.36,30656.29994,3,Low
53,8,845,1,1,3.09,61766.73492,3,Low
54,8,845,1,1,3.18,35496.57092,3,Low
55,8,845,1,0.9,4.46,22139.65443,3,Low
56,8,845,1,0.93,4.17,22029.59221,3,Low
57,8,845,1,0.94,5.32,25370.0541,3,Low
58,8,845,1,0.98,3.95,24222.59834,3,Low
59,8,845,1,0.95,4.04,24918.97439,3,Low
0,2,892,0,0.99,9.55,29508.80603,6,High
1,2,892,0,1,6.25,92561.1298,6,High
2,2,892,0,0.2,8.6,54402.39824,6,High
3,2,892,0,0.08,10.96,52665.96781,6,High
4,2,892,0,0.74,9.21,50215.96727,6,High
5,2,892,0,0.9,12.75,57993.40859,6,High
6,2,892,0,1,6.61,131670.9247,6,High
7,2,892,0,1,6.23,162424.947,6,High
8,2,892,0,0.98,9.44,55801.81539,6,High
9,2,892,0,1,6.18,199077.9555,6,High
10,2,892,0,1,6.22,191075.8135,6,High
11,2,892,0,0.58,9.23,88124.11125,6,High
12,2,892,0,0.51,9.95,37983.83555,6,High
13,2,892,0,0.32,9.49,25157.85297,6,High
14,2,892,0,0.42,9.24,25268.20738,6,High
15,2,892,0,0.14,10.74,55345.53703,6,High
16,2,892,0,0.1,11.11,54015.92938,6,High
17,2,892,0,1,6.18,180511.1647,6,High
18,2,892,0,1,6.19,138437.046,6,High
19,2,892,0,0.09,15,35553.11043,6,High
20,2,892,0,0.97,8.2,59601.80414,6,High
21,2,892,0,1,6.33,106065.0956,6,High
22,2,892,0,0.37,13.38,22469.09047,6,High
23,2,892,0,1,6.53,89428.04672,6,High
24,2,892,0,0.93,11.72,38393.42633,6,High
25,2,892,0,1,6.53,86991.09977,6,High
26,2,892,0,1,6.47,85109.75438,6,High
27,2,892,0,1,6.24,76193.85465,6,High
28,2,892,0,1,6.24,122032.428,6,High
29,2,892,0,0.42,10.25,50139.74555,6,High
30,2,892,0,0.3,10.86,53228.85,6,High
31,2,892,0,1,6.23,130348.4523,6,High
32,2,892,0,0.99,8.16,64881.16184,6,High
33,2,892,0,1,6.58,79438.85285,6,High
34,2,892,0,1,6.21,151384.4587,6,High
35,2,892,0,1,6.63,133158.9724,6,High
36,2,892,0,1,6.19,152783.9853,6,High
37,2,892,0,0.7,10.01,22906.39008,6,High
38,2,892,0,1,6.02,220353.5011,6,High
39,2,892,0,0.89,11.05,40787.88098,6,High
40,2,892,0,1,6.22,69687.04027,6,High
41,2,892,0,1,7.69,76838.62949,6,High
